location,sqft,bedrooms,bathrooms,age,price
Urban,4306,5,4,26,2396714.1432109964
Rural,1287,2,1,8,470631.92669511103
Rural,5925,5,1,72,1193179.3538780077
Rural,752,2,3,18,305330.8021009552
Suburban,1900,5,2,34,1066937.70768838
Urban,714,2,4,52,883557.3274646255
Suburban,4557,5,3,72,1859406.101744854
Urban,3655,1,4,77,1646450.5159958373
Rural,1199,1,3,63,381066.30632873555
Rural,2661,6,1,87,761768.6266032404
Rural,622,5,2,35,373965.2267131914
Rural,3891,6,4,43,942591.6862868278
Rural,1083,3,5,73,405644.35573282884
Suburban,1170,4,2,5,836841.9955526333
Suburban,766,1,3,87,415844.5555642392
Urban,5346,1,5,11,2668171.8578493176
Suburban,4414,4,4,48,1940138.7964801425
Rural,1545,5,2,37,545589.1764092734
Suburban,5522,7,3,46,2296198.4141033264
Suburban,4975,7,1,76,1968476.7931433935
Suburban,933,1,2,51,410833.72335130913
Suburban,2791,3,5,97,1280903.8906689507
Rural,868,1,4,32,281242.1127793101
Rural,3290,4,2,3,789754.3067849266
Suburban,916,1,5,49,608710.5419616223
Suburban,4729,5,5,43,2156424.544434445
Suburban,3040,5,2,99,1314232.0738269503
Urban,726,1,5,30,696651.8335900783
Rural,2198,5,5,96,588557.3293259657
Rural,2435,2,3,57,636140.6390764768
Rural,1496,1,5,40,501325.29712411633
Suburban,3291,2,4,35,1406853.0184205016
Urban,5935,1,1,52,2547452.245742424
Suburban,2202,5,5,99,1109335.5481221783
Suburban,3804,4,4,88,1775857.44688
Suburban,5482,1,1,40,1921293.9025591563
Urban,638,4,4,60,752062.2201027023
Suburban,2118,2,2,16,1024429.6335517734
Urban,2836,3,4,31,1697653.5419153166
Suburban,2355,4,4,20,1270070.4971688353
Suburban,2745,1,2,27,1078179.9404211515
Urban,3611,7,1,7,2142796.386640105
Suburban,4759,1,5,21,2060395.5093142227
Rural,4486,7,2,97,1063455.6488099452
Urban,667,4,1,8,716084.582291165
Rural,1471,1,3,62,382547.2719391626
Rural,2277,5,2,12,656535.6126939912
Suburban,4722,6,1,20,2098145.635674996
Rural,3917,5,2,24,877058.3725270955
Rural,759,4,1,53,288431.317014838
Urban,2010,7,3,47,1436800.3111839483
Suburban,1920,5,5,3,1322290.2263846581
Rural,2256,5,4,41,694457.8976840711
Rural,3917,5,3,59,996409.445670939
Suburban,3907,6,4,75,1797480.0786943384
Rural,2698,4,5,9,703086.6614058284
Urban,5804,5,5,2,3104695.407973577
Suburban,521,3,5,31,590205.8797913466
Suburban,952,4,1,16,625343.2660250688
Urban,2866,5,5,19,1721119.5206886183
Rural,4055,1,5,24,951340.937757183
Urban,2914,5,2,3,1753777.8850825718
Rural,2473,1,3,5,591732.110985214
Rural,677,7,2,38,426827.9636987946
Suburban,1395,2,3,66,644530.4795925526
Urban,534,1,4,100,328868.16008389683
Rural,1635,1,5,73,430536.25833061076
Urban,2028,1,5,97,1030560.4953513776
Urban,4204,6,2,58,2166089.4385656584
Rural,3059,4,1,69,664450.3179733641
Rural,1265,5,3,0,580607.0638004713
Rural,1998,5,4,12,619418.5094549862
Suburban,1585,1,5,34,760081.1316640417
Urban,2993,1,4,30,1554687.8352057685
Rural,2860,4,5,71,763080.9579017471
Rural,823,3,1,32,256099.2551005993
Urban,2349,5,1,67,1343653.3604942148
Rural,1502,4,2,44,464976.69574084395
Suburban,2389,7,5,22,1459484.0251005448
Urban,943,3,3,97,732354.741471711
Rural,2358,5,2,69,595426.6526521302
Rural,3736,5,1,98,794475.1419721607
Urban,5527,2,5,37,2744314.01736657
Rural,2156,4,2,71,528322.8347781211
Suburban,2764,3,4,38,1327509.9121866906
Rural,2972,4,3,14,746623.0654086133
Suburban,5040,7,3,97,2109100.758870085
Urban,5012,2,1,25,2224009.4999927245
Urban,1657,6,1,19,1318583.3063345153
Rural,1934,2,4,98,507452.73304458294
Urban,2441,7,3,37,1577515.4000654058
Urban,939,4,1,1,923303.3624390673
Rural,1030,2,3,41,330793.2945122948
Suburban,2327,2,3,66,1023057.2287521681
Suburban,3029,5,4,35,1465402.5661325646
Rural,713,3,4,69,236181.69997654937
Rural,4220,7,5,25,1198430.1320071858
Rural,3301,7,3,84,890779.7828183308
Rural,3796,6,1,62,872055.3940582486
Urban,3700,4,2,19,2015241.4253450222
Urban,4409,5,3,62,2356031.904937387
Suburban,1186,3,1,73,593888.9391887503
Suburban,4006,1,2,44,1337347.5815138496
Rural,3306,2,4,34,759392.496743491
Urban,2828,6,5,79,1880610.467988456
Urban,4124,4,4,49,2130212.476999777
Urban,5981,5,3,71,2928292.111862889
Suburban,4624,4,4,96,1828562.367950117
Urban,829,4,3,41,826264.8098727029
Suburban,5644,6,1,97,2231474.019069536
Urban,1967,4,5,93,1341254.1224130036
Urban,2999,2,5,12,1774808.4152997178
Rural,5708,7,3,90,1332043.4519747682
Rural,2464,1,2,83,417582.5667299314
Rural,1277,6,2,57,460593.64034663653
Rural,2721,3,5,65,663231.7338747843
Suburban,3978,7,1,56,1673743.638172814
Rural,3157,7,4,37,850802.8268682185
Urban,3438,2,1,32,1645362.7236266609
Rural,1320,5,2,75,446675.1697542368
Suburban,5673,2,1,100,2002090.5516129157
Suburban,1244,7,5,58,1033009.7368501897
Urban,4383,3,3,89,2133303.779239844
Urban,3110,3,3,82,1523710.2654023936
Suburban,5886,1,5,62,2176216.0363618666
Urban,4464,5,4,58,2366667.2085674573
Urban,5953,7,3,61,3067702.830141959
Rural,797,4,5,60,359982.12886260997
Suburban,1729,6,1,33,1023009.3360387445
Suburban,5622,2,3,52,2109882.218577025
Urban,3446,5,4,31,2032213.0763283048
Suburban,2101,4,5,57,1321199.099709114
Urban,2068,5,3,3,1364499.7302185807
Suburban,1983,4,4,16,1081736.7852421019
Suburban,4267,7,2,73,1951222.0947357886
Urban,4430,3,3,15,2199688.482572578
Rural,5320,4,1,76,1197697.5833900762
Urban,5875,1,1,16,2570912.3086066777
Suburban,851,5,2,64,567554.6724896599
Suburban,4545,3,5,95,1903938.7011761242
Urban,4501,4,2,12,2333868.521583569
Urban,3978,6,3,8,2408221.6523675425
Urban,5444,6,3,32,2879719.7686623605
Urban,1834,5,2,75,1157505.740291829
Rural,5234,2,5,76,1164812.789904201
Urban,2035,3,2,72,1136315.2394311829
Suburban,4704,3,4,59,1845597.8422088274
Urban,1558,2,5,24,997827.7628220086
Suburban,2625,7,5,3,1642124.430041907
Rural,735,6,2,5,298717.20683289494
Urban,3800,6,1,99,1994044.6264000465
Rural,1287,7,2,50,522525.3639850768
Rural,1275,4,5,48,468747.75895311066
Rural,2976,7,3,86,826020.8081032075
Rural,764,7,4,69,541819.0515741506
Rural,556,5,2,68,209218.06014070788
Suburban,5834,4,4,98,2280244.9733993597
Urban,3623,6,1,96,1776635.667341756
Urban,4821,1,2,59,2095380.1677204864
Rural,2773,7,3,61,766358.5455791507
Rural,5924,3,3,50,1271922.6610799243
Suburban,2112,3,1,86,818365.672344876
Suburban,5457,2,4,78,1980385.3111487173
Suburban,2685,5,5,19,1501537.6215126596
Suburban,1668,3,3,75,864805.485937415
Urban,1446,3,1,77,853561.6003632777
Suburban,3217,3,3,11,1344926.8533562233
Suburban,5000,6,1,77,2078373.5752592634
Urban,3761,2,4,69,1813316.8156286883
Urban,5410,4,1,40,2565177.5973864044
Suburban,1335,1,1,57,542902.5437816612
Suburban,2205,2,1,88,906974.4818371582
Rural,1801,2,5,45,612512.8345509331
Rural,4950,1,4,40,945464.3914214121
Urban,1903,3,1,76,940639.4084769699
Rural,5452,3,2,76,1059488.6402570456
Rural,1329,3,4,8,464568.9742983225
Rural,1245,4,5,19,649009.4176783172
Suburban,2875,3,1,13,1229878.8070693682
Urban,1884,3,3,8,1128567.1134200941
Rural,4726,2,3,63,947982.2793855674
Suburban,2733,6,1,27,1353786.3155657386
Urban,1170,2,3,79,752852.4507383795
Suburban,1912,3,2,98,878118.8698339055
Urban,4366,5,1,32,2215776.510217845
Suburban,3664,7,2,73,1800954.9061937535
Suburban,4679,2,2,23,1899038.5099526078
Urban,1971,7,4,72,1492919.6671223564
Rural,4514,2,3,10,1010445.6147594183
Rural,4587,2,2,32,957945.9655130458
Rural,1770,7,5,21,714343.0638077641
Suburban,5215,7,2,41,2285341.633208269
Urban,857,6,4,41,1093185.864922515
Rural,3236,7,4,87,773783.7172863551
Rural,5783,6,3,11,1267338.0020133196
Suburban,679,4,2,88,531061.6852837749
Urban,4677,7,5,28,2691618.8479696126
Urban,4164,2,4,16,2072206.8648073168
Urban,1754,3,3,42,1178490.1932523497
Suburban,2860,3,4,79,1204672.4934297632
Urban,2211,6,2,43,1428612.6811947117
Urban,4154,6,2,56,2372488.853782751
Urban,5619,7,1,86,2749064.694571736
Urban,3822,2,4,84,1916084.7622897532
Urban,840,3,3,96,607352.8894269489
Rural,1569,2,3,14,362581.0980336067
Urban,1521,4,2,43,1079359.491996697
Urban,2914,1,4,97,1429659.1756627075
Rural,3651,6,2,88,838933.4107031457
Rural,1548,7,1,95,449034.7674738097
Urban,4881,7,2,86,2591301.1871023085
Suburban,1186,7,1,32,894616.3985665072
Urban,4280,4,2,40,2136917.4597503208
Urban,4747,6,3,11,2597912.7086544726
Suburban,4956,2,5,99,1946899.9232453308
Rural,3511,3,3,0,848073.7579270431
Urban,4669,6,5,49,2729208.605115038
Suburban,2959,6,4,74,1437898.6635586424
Urban,2176,5,5,95,1464668.1878951374
Rural,5288,5,1,39,1140563.5162301771
Urban,4656,1,5,100,2139802.6902187015
Suburban,3794,1,3,40,1528305.9760427084
Urban,2182,3,4,4,1437353.9642064357
Rural,3597,3,3,51,739456.2057178293
Urban,3245,5,5,37,1953011.9260836553
Suburban,4288,7,4,69,2035815.266314901
Rural,3118,6,5,51,888104.9941738213
Urban,4171,6,4,31,2365446.4863525443
Suburban,4457,6,4,21,1981585.0788933444
Suburban,2716,5,5,6,1516358.132052718
Urban,4143,1,1,88,1711906.4763807177
Suburban,2161,2,1,2,973107.4340604824
Rural,723,1,2,60,173250.67205761725
Rural,5731,7,1,65,1272029.301660087
Suburban,2616,3,1,18,1114645.8598492467
Urban,1559,5,5,69,1212629.3224415837
Rural,5416,6,3,61,1110064.6580634501
Urban,5539,3,5,16,2823008.855603611
Suburban,5844,6,4,55,2568045.4572486184
Urban,3003,1,2,92,1461996.300345255
Urban,541,3,4,99,670374.3901593176
Urban,5268,3,4,68,2488545.9178586435
Suburban,1360,5,3,34,907413.6982299632
Urban,4269,1,5,76,2078084.8273830437
Suburban,1271,7,1,8,943348.3158314537
Rural,4269,4,3,36,935513.4444583365
Suburban,4890,6,2,13,2014098.1577457949
Suburban,777,6,4,77,816055.362407881
Suburban,5805,5,4,5,2283514.4269287577
Rural,2397,6,3,100,682416.2886752591
Rural,1082,2,4,54,282486.43392590235
Urban,891,1,5,15,762811.9369946609
Rural,3271,4,4,4,828169.1545662911
Rural,4369,4,2,7,1016960.0970380293
Rural,4770,3,3,20,921340.0065076125
Rural,2717,3,4,2,717054.1636236073
Suburban,1244,1,4,67,558842.2976916662
Rural,712,1,4,42,335925.62058956217
Rural,2924,1,1,47,463561.36420516606
Urban,803,3,1,93,432473.63413190685
Urban,2559,2,2,39,1213033.0839253922
Urban,3713,6,2,48,2109256.1034821435
Suburban,3848,6,2,87,1512747.7510746717
Suburban,4509,5,1,0,1916510.449676003
Rural,4378,3,2,54,892853.0010261087
Urban,833,1,4,21,767747.9514013171
Urban,4834,7,3,23,2712962.5693315747
Rural,1653,6,1,28,524240.58996299445
Suburban,2716,1,5,20,1141515.9460395828
Urban,3999,6,5,19,2319045.408537943
Rural,1057,2,1,50,195963.8438059492
Urban,5302,1,5,35,2542043.1227725986
Urban,3459,1,2,56,1525159.080362667
Urban,3115,4,4,85,1696213.0688811655
Suburban,3886,3,4,70,1581921.9934414532
Rural,4036,5,2,33,940225.4545978992
Urban,1706,3,2,33,1162199.3978733555
Urban,842,5,3,45,864560.3023481573
Urban,4495,2,3,56,2140416.150526202
Suburban,2218,5,3,1,1313495.9523728236
Suburban,565,7,2,42,708142.928689516
Suburban,5496,2,4,38,2221209.522547987
Rural,4458,6,5,72,1144199.6476279243
Rural,2120,5,5,93,532764.7908747699
Urban,2599,1,1,61,1115038.8781125278
Suburban,4096,1,2,45,1495568.8302539974
Suburban,3030,6,5,45,1677160.4279417556
Urban,992,3,4,24,896565.944582396
Rural,1381,5,5,69,472792.87450151425
Rural,1264,4,1,83,390434.4541596138
Suburban,853,5,3,51,644007.4786468577
Rural,1042,1,3,74,361148.92820986494
Rural,5147,2,3,100,1061903.8670268164
Rural,5886,2,4,15,1178451.2067027094
Suburban,4140,5,5,19,1969570.9795412407
Rural,4222,7,4,56,1074780.3247054862
Suburban,2397,7,4,7,1568513.8529910976
Suburban,3492,3,1,61,1303914.9195831753
Rural,2721,1,4,15,615339.9354325882
Rural,2482,1,4,47,567155.4007803644
Rural,4741,3,3,16,1031252.273091508
Suburban,823,2,3,57,587806.7614059842
Suburban,4533,3,4,43,1940060.3610024734
Suburban,3895,5,1,33,1677032.3210831485
Urban,5076,2,5,65,2558845.152238764
Suburban,5613,7,2,81,2359374.2099915226
Suburban,3442,2,1,85,1290908.1870683818
Urban,609,5,2,43,810660.270252135
Suburban,1769,3,4,69,851093.0571976772
Suburban,1458,6,1,11,1001665.0372864179
Rural,1500,3,4,79,455272.13848216133
Suburban,1028,6,2,81,801110.564772253
Rural,1810,6,1,82,540413.8772379027
Rural,3189,7,4,91,911275.3090669411
Rural,1616,2,3,91,451176.76460964483
Rural,4656,7,3,89,1187967.5986909983
Rural,1415,5,3,91,376956.86919106205
Urban,604,2,5,27,753151.3091761633
Suburban,5456,5,4,57,2278637.517055696
Suburban,1237,2,2,68,670978.8371317249
Rural,1780,5,2,68,560840.1034539999
Suburban,1052,7,1,96,807260.4836094601
Urban,3098,5,1,66,1577098.4796404275
Rural,3794,6,4,29,1005467.5167387491
Rural,2024,1,1,20,412250.75012043724
Urban,3033,6,3,46,1839213.8775314635
Rural,1077,2,3,47,313110.0225707478
Rural,1729,7,2,68,521609.57772987295
Rural,1261,3,4,99,388489.5869003172
Rural,3879,1,5,21,962887.1292373724
Urban,4208,7,3,55,2399888.1603719266
Suburban,2775,3,3,12,1269445.0129266174
Suburban,4656,3,3,13,1960985.787396447
Rural,5245,5,1,46,1032843.4847747094
Rural,1804,5,3,42,577552.8547634962
Rural,3973,5,4,20,1069373.500456922
Rural,1104,7,5,73,556135.8378332864
Suburban,5565,7,4,3,2529644.80089343
Suburban,2962,4,1,18,1279308.3149199078
Suburban,798,4,4,3,828678.6897786701
Urban,2134,5,4,84,1384243.639503274
Suburban,5211,1,4,93,2018276.0532061174
Suburban,3618,7,5,42,1886772.9957242021
Suburban,1345,4,1,75,748172.740664936
Suburban,3152,5,2,19,1504502.234286837
Suburban,4226,3,5,11,1851234.9625824771
Urban,528,5,1,92,574567.6143353679
Urban,5294,6,2,74,2630411.4287601006
Suburban,5717,6,3,43,2424832.4046471356
Suburban,3503,4,5,43,1612946.6728934587
Urban,3120,5,2,76,1672357.112833066
Urban,4014,5,1,32,2079456.103506578
Rural,4548,6,4,19,1170202.2118363413
Suburban,2239,4,3,29,1241343.4518140561
Urban,2032,1,5,49,1205737.6528977582
Suburban,4025,2,2,69,1523300.9378123872
Rural,5233,2,2,0,1040628.5652120981
Suburban,4232,3,4,29,1762409.941604194
Urban,1568,6,4,7,1442398.810384084
Rural,2606,2,5,27,904729.7932874238
Urban,5192,5,3,42,2679324.968537788
Rural,2920,2,3,24,772666.749377398
Suburban,4006,3,1,23,1711602.2076622527
Urban,2189,4,4,92,1320215.4814555123
Urban,2431,7,2,28,1689395.5534154638
Rural,3353,3,1,91,652049.6413160623
Urban,4380,1,3,85,1882429.0814642184
Suburban,872,4,4,22,712620.5495416855
Suburban,5933,2,1,1,2177644.700596685
Urban,3539,4,1,72,1688286.0282627745
Urban,3006,6,5,84,1887301.0434193339
Suburban,2736,6,3,7,1453313.6551550308
Urban,2563,6,4,57,1774459.6553597953
Urban,5271,5,1,95,2448049.3405202017
Rural,4439,1,1,50,739451.9107036485
Urban,4085,4,3,8,2281205.779649454
Suburban,604,4,5,70,691898.9516848502
Suburban,3456,4,3,76,1604931.6404926854
Urban,5135,3,3,24,2539486.5748335347
Rural,1009,3,5,35,412091.04904160195
Suburban,3143,2,1,98,1190454.5030702949
Rural,5233,5,2,1,1133578.55242072
Urban,2635,7,2,92,1599238.327595121
Urban,4012,3,3,97,1956813.6990384487
Rural,3097,2,3,35,715387.403108213
Urban,2570,1,5,71,1298188.7027438036
Suburban,3537,4,2,10,1537303.2820612884
Urban,5997,4,3,22,2976449.092655937
Suburban,3286,4,3,96,1331898.6568884465
Rural,4032,2,5,44,977768.1906925566
Rural,3761,5,1,44,837046.9150732182
Rural,5564,1,5,24,1167593.5522021786
Suburban,2200,5,5,82,1198741.801005855
Suburban,4818,5,4,88,2057607.6155313086
Urban,1096,7,2,72,1008233.5650184214
Urban,3071,3,1,35,1568192.1690496313
Rural,2799,4,2,100,696787.7982026302
Rural,1759,3,1,85,430899.7074829658
Suburban,5814,4,5,22,2383508.400340015
Suburban,1503,7,2,25,1049525.9958068815
Suburban,2984,6,3,26,1522746.1214102407
Urban,1839,4,5,36,1372323.5272135758
Suburban,1956,2,3,80,706400.4516399972
Suburban,4779,6,2,60,2032421.3889769402
Rural,3684,7,1,90,826226.8172949591
Suburban,2035,5,2,61,1124678.2675568413
Urban,5674,4,5,78,2869160.4154211706
Suburban,1484,1,3,35,704126.9380257352
Urban,661,1,4,99,522609.43128788786
Suburban,5651,1,2,64,2002343.2501971046
Rural,4095,5,3,47,925480.6878360684
Rural,5290,5,5,50,1225612.7209040925
Rural,1446,1,3,74,397063.0392353788
Rural,3088,2,3,87,674755.7174712695
Suburban,4695,1,3,49,1741980.5381609541
Suburban,3457,5,3,31,1623459.9054667265
Suburban,833,3,2,15,606397.1415301509
Suburban,5847,4,1,84,2175512.4059328423
Rural,889,2,5,55,415972.5520892807
Suburban,4472,1,2,24,1705641.1819443707
Suburban,5688,4,5,9,2427246.1621579872
Suburban,1600,5,5,5,1185060.1126666712
Rural,5119,1,2,79,1043744.1184045157
Rural,4624,5,4,40,1018030.022424181
Rural,1989,4,1,38,468303.9120148289
Suburban,3276,4,4,87,1537351.149727449
Rural,4924,6,4,56,1188704.2522531778
Suburban,1448,5,2,45,791697.7968073584
Rural,5486,4,5,26,1154801.4610988693
Urban,5715,6,5,71,2998346.6567835263
Suburban,1160,6,3,15,920787.5769392013
Rural,4603,6,1,33,1077969.4150624487
Urban,5498,3,4,69,2542153.2789896717
Rural,1801,7,3,4,668691.7070618634
Suburban,5241,1,4,2,2040571.8210463056
Rural,3113,1,2,69,645817.4329294622
Urban,4027,6,3,36,2346925.037916019
Urban,5860,4,1,49,2668009.905860664
Rural,1140,4,3,19,443243.8476627836
Suburban,3365,2,2,11,1356790.6026700316
Suburban,3007,1,5,12,1343526.8869868852
Suburban,4417,6,1,97,1792945.363429377
Urban,4110,5,1,68,2069247.3001042858
Suburban,1998,5,4,43,1126738.424849879
Urban,5982,5,3,24,2916935.5014450573
Urban,4432,5,4,77,2326097.25237417
Urban,1890,5,5,78,1388252.00055398
Suburban,1032,5,3,34,800987.4550205435
Suburban,4560,6,4,37,2070591.0838458543
Suburban,4249,5,1,61,1716059.646577205
Suburban,1635,7,2,100,1027703.2973727711
Urban,2917,3,2,90,1504411.8596362108
Suburban,2671,3,3,83,1109087.4883967876
Rural,5415,6,2,81,1253938.7816599766
Rural,2001,1,3,5,542758.931794575
Urban,3297,3,1,67,1499329.3161499812
Rural,4821,1,1,3,1051790.5749890276
Suburban,2142,6,1,58,1062455.9067106831
Urban,1469,3,1,37,878518.5102530256
Suburban,2589,2,4,77,1192948.1683201855
Rural,5769,2,1,39,1230111.51540101
Rural,1709,6,1,81,432399.61769777234
Suburban,2003,3,4,19,1079839.5892858899
Urban,5887,2,4,32,2723443.756722656
Suburban,3938,1,2,25,1480257.9710064563
Urban,4153,1,5,58,2083368.2150000876
Suburban,1825,4,5,66,1072498.553103903
Suburban,626,2,5,28,467578.4182198817
Rural,716,2,5,58,413558.1242947938
Urban,5441,1,5,29,2581073.3917799913
Urban,2649,1,2,63,1255126.6994978578
Urban,4511,5,5,35,2469553.0720772375
Rural,5965,2,5,32,1275260.7964009505
Rural,4247,7,4,18,1038018.1721173829
Rural,5527,4,3,95,1144424.77374163
Urban,1897,4,2,59,1313855.3862862138
Suburban,2568,2,2,23,1071392.1940826816
Suburban,3098,1,4,96,1138055.0816122128
Rural,5346,5,1,68,1114527.2754321236
Urban,3272,7,3,43,1967766.7434643533
Rural,2844,2,1,23,704091.1719956143
Rural,3853,2,1,24,832070.7169511887
Suburban,662,6,3,72,712333.1758451796
Urban,2601,4,1,47,1397342.3975269264
Suburban,1308,1,2,35,684640.6649818142
Urban,1725,2,1,66,898699.1874305385
Suburban,1724,2,3,61,906190.4973368988
Rural,1668,1,3,5,524533.8606020844
Suburban,1335,6,4,73,961789.8547560717
Rural,5284,2,3,55,1127052.629885351
Suburban,1314,5,2,92,851595.2535964794
Urban,2716,5,1,45,1619108.5997741506
Suburban,1182,6,3,27,863401.6349295664
Rural,4916,4,5,22,1116192.1652220988
Suburban,2944,6,5,9,1651081.5029718755
Urban,3159,6,2,89,1685073.4911209142
Suburban,5613,2,1,32,2101541.0684865257
Urban,5476,5,3,95,2691384.9547061976
Urban,1123,2,5,45,979612.518252212
Urban,3535,6,1,0,2059334.8651836128
Urban,5313,5,3,73,2661191.069727124
Urban,1585,3,5,60,1264155.5676209973
Rural,2416,1,3,37,565192.3292492758
Suburban,5601,5,5,9,2534438.997812544
Suburban,2418,1,3,4,949841.5811814716
Suburban,2384,2,4,62,1128290.1837209251
Rural,2147,6,2,57,579653.7993240368
Suburban,1162,6,4,97,921742.4669514847
Urban,5489,1,5,18,2652190.4532219274
Suburban,4991,1,4,90,1846128.852073286
Urban,2299,7,5,85,1682167.783237611
Rural,1832,4,1,31,495507.50438879925
Urban,2756,5,1,59,1508568.0286313046
Suburban,1141,3,4,68,567208.9872069181
Suburban,5712,7,3,94,2294429.3498741314
Suburban,2010,4,3,76,957860.8466270355
Suburban,954,1,4,6,614582.2592016537
Rural,621,6,5,70,412089.51176685136
Rural,3502,5,5,64,923907.3387493569
Suburban,1412,6,3,92,919418.0346727058
Rural,4266,7,3,47,945860.9104189106
Rural,4404,3,3,19,996299.5076456568
Urban,2397,3,5,48,1408208.1162896198
Suburban,3021,7,2,6,1601893.6734013534
Urban,800,1,1,67,402182.1259800975
Urban,1427,5,3,49,1176643.8904375571
Rural,3228,2,3,23,777392.3441561268
Suburban,4632,4,4,60,1965102.8029863816
Rural,4026,4,4,24,961558.4653643924
Suburban,526,6,4,35,800109.5312971777
Rural,4829,4,1,32,1110747.4729566183
Urban,685,5,1,73,729695.8915939245
Rural,2016,2,2,80,449705.55376061006
Urban,2797,6,1,27,1603781.4973616772
Urban,1041,3,3,15,945436.9909386717
Rural,5821,2,3,60,1203176.928845955
Rural,1462,5,3,74,503437.4381384166
Urban,3425,7,2,84,2001570.1217182
Urban,4788,7,2,12,2724535.645590098
Rural,4537,4,1,91,929055.8172637499
Rural,2980,4,3,7,685842.5283745944
Rural,2340,4,3,99,601265.4552558678
Urban,5692,6,3,10,3006337.379284893
Urban,835,4,1,37,795156.6103450367
Suburban,559,2,2,62,470140.37473805726
Urban,5794,1,5,61,2656071.4195698914
Urban,839,5,3,71,918467.3334175872
Suburban,4008,7,1,51,1567276.948669963
Urban,5362,2,1,57,2319056.7473535556
Suburban,3541,1,1,56,1330665.2335302636
Suburban,3192,5,4,2,1670967.5489884182
Urban,671,4,2,43,727904.7423150798
Rural,2358,2,4,85,533331.7307469379
Suburban,2759,5,4,95,1338432.6421250198
Urban,3717,7,2,22,2198890.606243597
Suburban,601,7,5,22,857731.6767087097
Urban,3423,5,5,39,2060716.8780892508
Suburban,5586,2,2,43,2006320.8688344858
Suburban,2786,4,2,48,1264550.0689338641
Urban,5185,7,4,73,2857284.130504006
Rural,1938,4,5,97,451866.2365430114
Suburban,2256,2,5,32,1098240.8472209333
Suburban,1360,4,1,32,721686.3222081459
